Recipe,Image Link
Sweet Potato Chickpea BBQ Veggie Burgers,https://img.buzzfeed.com/thumbnailer-prod-us-east-1/cbeef384d7fd4d8e8622e26dc1ed86d5/Final_final.jpg?resize=300:*&output-format=auto&output-quality=auto
Sheet Pan Steak And Fries,https://img.buzzfeed.com/thumbnailer-prod-us-east-1/video-api/assets/110950.jpg?resize=300:*&output-format=auto&output-quality=auto
Fried Chicken And Egg Rice Bowl,https://img.buzzfeed.com/video-api-prod/assets/d27c6d5ef119417eac91b84576eb4e77/BFV6896_Chicken-Katsudon_ThumbA.jpg?resize=300:*&output-format=auto&output-quality=auto
Enchilada-inspired Stuffed Shells,https://img.buzzfeed.com/video-api-prod/assets/564192e838b249269db9ab374b981c26/BFV22048_TacoStuffedShells_ThumbFB.jpg?resize=300:*&output-format=auto&output-quality=auto
Bacon Chicken Alfredo Lasagna Roll,https://img.buzzfeed.com/thumbnailer-prod-us-east-1/video-api/assets/123789.jpg?resize=300:*&output-format=auto&output-quality=auto
One-Pot Spinach And Tomato Pasta,https://img.buzzfeed.com/thumbnailer-prod-us-east-1/video-api/assets/156517.jpg?resize=300:*&output-format=auto&output-quality=auto
Vegan Spaghetti Carbonara,https://img.buzzfeed.com/thumbnailer-prod-us-east-1/video-api/assets/102945.jpg?resize=300:*&output-format=auto&output-quality=auto
Chicken Alfredo Pizza,https://img.buzzfeed.com/video-api-prod/assets/0aab1ca281d840b982cfc858e075c1e3/BFV13268_ChickenAlfredoPizza-ThumbTextless1080.jpg?resize=300:*&output-format=auto&output-quality=auto
Shahi Paneer,no image
Pumpkin Sage Pasta,no image
Beef Stew Gratin,no image
One-Pan Shrimp And Green Bean Stir-fry,no image
Pesto Garden Pasta For The Whole Family,https://img.buzzfeed.com/thumbnailer-prod-us-east-1/video-api/assets/165119.jpg?resize=300:*&output-format=auto&output-quality=auto
Turkey Spaghetti Squash Bake,https://img.buzzfeed.com/thumbnailer-prod-us-east-1/676673b7895f4266bc7d1fce168d4926/BFV30903_LighterDinnerBakes4Ways_FB.jpg?resize=300:*&output-format=auto&output-quality=auto
Kung Pao Cauliflower Bites,https://img.buzzfeed.com/thumbnailer-prod-us-east-1/video-api/assets/158868.jpg?resize=300:*&output-format=auto&output-quality=auto
Spinach Artichoke Ravioli Bake,https://img.buzzfeed.com/thumbnailer-prod-us-east-1/video-api/assets/42234.jpg?resize=300:*&output-format=auto&output-quality=auto
Garlic Butter-stuffed Chicken,https://img.buzzfeed.com/thumbnailer-prod-us-east-1/video-api/assets/99143.jpg?resize=300:*&output-format=auto&output-quality=auto
Beef Wellington For Two,https://img.buzzfeed.com/video-api-prod/assets/2a219edd9a604b6cb5b41287973a1cd1/FB_1.jpg?resize=300:*&output-format=auto&output-quality=auto
Slow Cooker Short Ribs,https://img.buzzfeed.com/video-api-prod/assets/a0f3c1e117474324be579b216e0adfc6/BFV12758_SlowCookerShortRibs-ThumbTextless1080.jpg?resize=300:*&output-format=auto&output-quality=auto
Cauliflower Alfredo,https://img.buzzfeed.com/video-api-prod/assets/0b360d8e3ae546f5851750653d8b50e9/Thumb.jpg?resize=300:*&output-format=auto&output-quality=auto
Steak With Asparagus,https://img.buzzfeed.com/thumbnailer-prod-us-east-1/49e881eb6b5e4f0f822832c1c9f28b8f/BFV16190_SurfAndTurfDinnerFor2_FB.jpg?resize=300:*&output-format=auto&output-quality=auto
Tofu Tikka Masala,https://img.buzzfeed.com/video-api-prod/assets/dc21b5e545aa4c73ab3e1ec53ce9ad78/fb_thumb.jpg?resize=300:*&output-format=auto&output-quality=auto
Easy Chicken Cacciatore,https://img.buzzfeed.com/thumbnailer-prod-us-east-1/video-api/assets/133042.jpg?resize=300:*&output-format=auto&output-quality=auto
Greek Spinach Pies (Spanakopita),no image
Spicy Tomato Coconut Chicken,no image
Chicken Parm Lasagna Roll-Ups,no image
Creamy Chicken Wild Rice,https://img.buzzfeed.com/thumbnailer-prod-us-east-1/c4f55f9863734c609b3ee9e30e77bcec/FinalFBforpkg.jpg?resize=300:*&output-format=auto&output-quality=auto
Zucchini Enchilada Roll-Ups,https://img.buzzfeed.com/thumbnailer-prod-us-east-1/video-api/assets/156601.jpg?resize=300:*&output-format=auto&output-quality=auto
Red Chili Shrimp Stir-fry,https://img.buzzfeed.com/thumbnailer-prod-us-east-1/744d766975d840f1b5d8940672b7b33f/BFV13225_ShrimpStir-Fry4Ways-FB1080SQ.jpg?resize=300:*&output-format=auto&output-quality=auto
Giant Spaghetti-Stuffed Meatball,https://img.buzzfeed.com/thumbnailer-prod-us-east-1/video-api/assets/96101.jpg?resize=300:*&output-format=auto&output-quality=auto
Spaghetti Squash And Meatballs,https://img.buzzfeed.com/video-api-prod/assets/8096ca0a22074448b56d8c5d36544727/BFV16884_SpaghettiSquashAndMeatballsThumb.jpg?resize=300:*&output-format=auto&output-quality=auto
Tomato Pesto Parchment-baked Chicken,https://img.buzzfeed.com/thumbnailer-prod-us-east-1/ee5395417ad14d2aa1dc3008f5861df0/BFV14814_Parchment-BakedChicken4Ways_FB.jpg?resize=300:*&output-format=auto&output-quality=auto
Southwestern Veggie-Packed Tater Tot Casserole,https://img.buzzfeed.com/thumbnailer-prod-us-east-1/video-api/assets/174465.jpg?resize=300:*&output-format=auto&output-quality=auto
Steak Fajita Rolls,https://img.buzzfeed.com/video-api-prod/assets/da827d229e3849cea203280cf7e0877c/BFV18551_FajitaSteakRolls_ThumbFB.jpg?resize=300:*&output-format=auto&output-quality=auto
Sweet Potato & White Bean Burgers,https://img.buzzfeed.com/thumbnailer-prod-us-east-1/c398d35a122847b8b29cb11a4e7d373b/BFV21274_VeggieBurgers4ways_FINAL_FB.jpg?resize=300:*&output-format=auto&output-quality=auto
Maple Bacon Sweet Potato Soup,https://img.buzzfeed.com/video-api-prod/assets/fb3dd149bc584966b18316a03b1d7654/BFV4204_MapleBaconSweetPotatoSoup_ThumbA.jpg?resize=300:*&output-format=auto&output-quality=auto
Camembert Bread Bowl,https://img.buzzfeed.com/video-api-prod/assets/01c8c90e0f1d44f4a55e369ab0bede5b/BFV13720_5-IngredientPestoPasta-ThumbTextless1080.jpg?resize=300:*&output-format=auto&output-quality=auto
Shrimp And Sausage Stir-fry,https://img.buzzfeed.com/thumbnailer-prod-us-east-1/video-api/assets/115601.jpg?resize=300:*&output-format=auto&output-quality=auto
Quinoa Pizza Burgers,https://img.buzzfeed.com/thumbnailer-prod-us-east-1/99cc8f7c51f54998a0cca16722d0bb03/BFV21274_VeggieBurgers4ways_FINAL_FB.jpg?resize=300:*&output-format=auto&output-quality=auto
Sticky Chinese BBQ Chicken,no image
Carrot & Chickpea Veggie Burger,no image
Slow-Cooker Honey Garlic Chicken,no image
Almond-Crusted Parmesan Salmon,https://img.buzzfeed.com/video-api-prod/assets/52cba3ad32dd4c889b7fdac4f82f833c/BFV16562_Almond-CrustedParmesanSalmon-ThumbTextless.jpg?resize=300:*&output-format=auto&output-quality=auto
Slow Cooker Pork Shoulder Cornbread Chili,https://img.buzzfeed.com/thumbnailer-prod-us-east-1/66939af738174fa8b4d55ccec9a04651/BFV12369_4-Easy-Slow-Cooker-Dinners-FB1080SQ.jpg?resize=300:*&output-format=auto&output-quality=auto
Garlic Herb Crusted Roast Rack Of Lamb,https://img.buzzfeed.com/thumbnailer-prod-us-east-1/video-api/assets/124367.jpg?resize=300:*&output-format=auto&output-quality=auto
Primavera Spaghetti Squash,https://img.buzzfeed.com/thumbnailer-prod-us-east-1/3aaf6034a54145029204420dc1bade64/fb.jpg?resize=300:*&output-format=auto&output-quality=auto
Pesto Twist Pasta,https://img.buzzfeed.com/thumbnailer-prod-us-east-1/0d8672b491e84ccbb6c04dedc1bffd39/FB-FinalReview-Revised.jpg?resize=300:*&output-format=auto&output-quality=auto
Chicken Cordon Bleu Lasagna,https://img.buzzfeed.com/thumbnailer-prod-us-east-1/video-api/assets/194169.jpg?resize=300:*&output-format=auto&output-quality=auto
Easy Chicken Paprikash,https://img.buzzfeed.com/video-api-prod/assets/acd7f176baf544a4ac4cc922c61046bd/BFV5347_Chicken-Paprika_ThumbA.jpg?resize=300:*&output-format=auto&output-quality=auto
Chicken Bacon Asparagus Twists,https://img.buzzfeed.com/thumbnailer-prod-us-east-1/video-api/assets/110260.jpg?resize=300:*&output-format=auto&output-quality=auto
Chicken Broccoli Cheddar Pockets,no image
Veggie Chili Cornbread Casserole,https://img.buzzfeed.com/thumbnailer-prod-us-east-1/video-api/assets/160220.jpg?resize=300:*&output-format=auto&output-quality=auto
Arroz Con Gandules,https://img.buzzfeed.com/thumbnailer-prod-us-east-1/video-api/assets/238851.jpg?resize=300:*&output-format=auto&output-quality=auto
One-pan Flank Steak & Veggies,https://img.buzzfeed.com/thumbnailer-prod-us-east-1/fbbc2f9b5a1c434989bf1cc5a3619026/BFV30877_WeekdayMealPrepFor4FB1080x1080.jpg?resize=300:*&output-format=auto&output-quality=auto
Pineapple Paprika Chicken Tacos,https://img.buzzfeed.com/thumbnailer-prod-us-east-1/eeec7e8990cf47218bcdc2cbf890ebbc/BFV13002_ChickenTacos4Ways-FB1080SQ.jpg?resize=300:*&output-format=auto&output-quality=auto
Winter Vegetable Chili,https://img.buzzfeed.com/video-api-prod/assets/bac7475ef59f4e77a3296ae4b86778aa/FBThumb3.jpg?resize=300:*&output-format=auto&output-quality=auto
Poached Eggs In Tomato Sauce (Shakshouka),https://img.buzzfeed.com/video-api-prod/assets/6fbe2058dde74f7797c430a8d64d0bb5/BFV3969_PoachedEggsinTomatoSauce-Thumbs1080.jpg?resize=300:*&output-format=auto&output-quality=auto
Traditional Vietnamese Beef Pho,https://img.buzzfeed.com/thumbnailer-prod-us-east-1/video-api/assets/152354.jpg?resize=300:*&output-format=auto&output-quality=auto
Vegan Pesto Pasta,https://img.buzzfeed.com/video-api-prod/assets/e1448e6cb670478dade41cf9d139ac50/BFV21683_Vegan_Pesto_Pasta_THUMB.jpg?resize=300:*&output-format=auto&output-quality=auto
Orange Glazed Meatballs and Veggies,https://img.buzzfeed.com/video-api-prod/assets/73cf7cd4b71c40c9ab1c54cdbfa9e555/FB.jpg?resize=300:*&output-format=auto&output-quality=auto
Bacon BBQ Chicken Loaf,no image
Cabernet-braised Short Ribs,https://img.buzzfeed.com/video-api-prod/assets/a4157be127144a42bd30d96da89812d8/fb1.jpg?resize=300:*&output-format=auto&output-quality=auto
Sheet Pan Steak And Rainbow Veggies,https://img.buzzfeed.com/video-api-prod/assets/9f1e843217a4470f9312cb1c5f0c92bb/Thumb.jpg?resize=300:*&output-format=auto&output-quality=auto
Vampire Tacos,https://img.buzzfeed.com/thumbnailer-prod-us-east-1/0e1215ce65714215a7e8e3bda0066c38/Tacos.jpg?resize=300:*&output-format=auto&output-quality=auto
Crispy Sriracha Buttermilk Oven Fried Chicken,https://img.buzzfeed.com/thumbnailer-prod-us-east-1/abd2736c3ca540feb7468bab867524b4/SrirachaChicken.jpg?resize=300:*&output-format=auto&output-quality=auto
One-Tray Caprese Pasta,https://img.buzzfeed.com/thumbnailer-prod-us-east-1/62bea66043234701864cd365dc116ca1/FBFinal.jpg?resize=300:*&output-format=auto&output-quality=auto
Whole-roasted Chicken and Veggies,https://img.buzzfeed.com/video-api-prod/assets/c3015c05ed8e49dabd91562456431da5/BFV15360_Whole-RoastedChickenAndVeggiesThumb.jpg?resize=300:*&output-format=auto&output-quality=auto
Korean Style BBQ Pork Ribs,https://img.buzzfeed.com/thumbnailer-prod-us-east-1/video-api/assets/227759.jpg?resize=300:*&output-format=auto&output-quality=auto
Scalloped Potato Loaf,https://img.buzzfeed.com/thumbnailer-prod-us-east-1/video-api/assets/148794.jpg?resize=300:*&output-format=auto&output-quality=auto
Tofu Tacos,https://img.buzzfeed.com/thumbnailer-prod-us-east-1/f6f174fa76984c0aaf9f466d2abf351d/5EasySubstitutesForGroundBeefFBFINAL.jpg?resize=300:*&output-format=auto&output-quality=auto
Orange Chicken & Veggie Stir-fry,no image
Fish And Chips,no image
"Ham, Cheese, And Spinach-stuffed Chicken",no image
Classic Coq Au Vin,https://img.buzzfeed.com/video-api-prod/assets/80a6b2fb02484a7e947be0f867368840/fb1.jpg?resize=300:*&output-format=auto&output-quality=auto
Instant Pot Chicken Biryani,https://img.buzzfeed.com/thumbnailer-prod-us-east-1/video-api/assets/224682.jpg?resize=300:*&output-format=auto&output-quality=auto
Grilled Flank Steak And Corn Salad,https://img.buzzfeed.com/thumbnailer-prod-us-east-1/video-api/assets/173354.jpg?resize=300:*&output-format=auto&output-quality=auto
One-pan Chicken Fajita Bombs,https://img.buzzfeed.com/video-api-prod/assets/59ca52c9698849c5ac192c5896be184b/YT_THUMB.jpg?resize=300:*&output-format=auto&output-quality=auto
Cheesy Chicken Layer Quesadilla,https://img.buzzfeed.com/video-api-prod/assets/f4ef0bbe8e4242d2b41e2e04a29e2ceb/Thumb.jpg?resize=300:*&output-format=auto&output-quality=auto
Classic Hamburger,https://img.buzzfeed.com/thumbnailer-prod-us-east-1/video-api/assets/165384.jpg?resize=300:*&output-format=auto&output-quality=auto
Bacon-wrapped Mashed Potato-stuffed Meatloaf,https://img.buzzfeed.com/thumbnailer-prod-us-east-1/db6e0dd009114521953bc0055584d899/BFV33652_BaconWrappedMashedPotatoStuffedMeatloaf_FB1080SQ.jpg?resize=300:*&output-format=auto&output-quality=auto
Restaurant Vs Homemade Nashville-Style Hot Chicken,https://img.buzzfeed.com/thumbnailer-prod-us-east-1/cafb300fb6e140188315c0c08e8e3678/final2.jpg?resize=300:*&output-format=auto&output-quality=auto
Taco Pizza,https://img.buzzfeed.com/video-api-prod/assets/3dcda194f3634c39bf5f1c9f848e30d6/thumb-taco.jpg?resize=300:*&output-format=auto&output-quality=auto
Honey Lemon Glazed Salmon & Veggies,https://img.buzzfeed.com/thumbnailer-prod-us-east-1/b3c8ff6de7f24f0baf1accfd2f5e0803/BFV5609_OnePanSalmonAndVeggies_FinalExport1080sq.jpg?resize=300:*&output-format=auto&output-quality=auto
Vegan Tofu Bao Buns With Pickled Vegetables,no image
Creamy Potato Kale Gratin,no image
Pork Noodle Bowl,https://img.buzzfeed.com/thumbnailer-prod-us-east-1/video-api/assets/229150.jpg?resize=300:*&output-format=auto&output-quality=auto
Veggie Cauliflower Fried Rice,https://img.buzzfeed.com/thumbnailer-prod-us-east-1/ceeeb58c2e33446e946aacb640b830b6/BFV13716_CauliflowerFriedRice4Ways-FB1080SQ.jpg?resize=300:*&output-format=auto&output-quality=auto
Chili-cheese Garlic Bread Rolls,https://img.buzzfeed.com/thumbnailer-prod-us-east-1/aa7e7e0b9a6c4e22879e497fb12e0595/fb_1.jpg?resize=300:*&output-format=auto&output-quality=auto
Salmon Dinner For Two,https://img.buzzfeed.com/video-api-prod/assets/45b2e23140ea48b1948d7165df7214f7/Tasty_Story_-_Facebook_-_1080x1080.00_00_48_17.Still001.jpg?resize=300:*&output-format=auto&output-quality=auto
Butter-Poached Shrimp and Orzo,https://img.buzzfeed.com/video-api-prod/assets/24a35e7a0df644f8a298f92d6a207f5d/THUMB.jpg?resize=300:*&output-format=auto&output-quality=auto
Sheet Pan Crunch-Wrap,https://img.buzzfeed.com/thumbnailer-prod-us-east-1/video-api/assets/135168.jpg?resize=300:*&output-format=auto&output-quality=auto
"Slow-Cooker BBQ Pulled Chicken, 4 Ways",https://img.buzzfeed.com/video-api-prod/assets/9703825e08e244db84fa86bf3c671ef2/BFV18545_SlowCookerPulledChicken_ThumbFB.jpg?resize=300:*&output-format=auto&output-quality=auto
Double Cheeseburger For A Crowd,https://img.buzzfeed.com/thumbnailer-prod-us-east-1/video-api/assets/157838.jpg?resize=300:*&output-format=auto&output-quality=auto
Pulled Pork-Stuffed Milk Buns,https://img.buzzfeed.com/thumbnailer-prod-us-east-1/video-api/assets/156527.jpg?resize=300:*&output-format=auto&output-quality=auto
Pineapple Sweet Chili Salmon,https://img.buzzfeed.com/thumbnailer-prod-us-east-1/e9cb7f2a1832454e867c74c93bd3899c/BFV224979_SummerSalmonDinnerForTwo_FB_Final.jpg?resize=300:*&output-format=auto&output-quality=auto
Hawaiian Mac Salad,no image
Elegant Braised Lamb Shank Dinner,no image
Lasagna Dome,no image
Mexican Sopes,https://img.buzzfeed.com/thumbnailer-prod-us-east-1/video-api/assets/180575.jpg?resize=300:*&output-format=auto&output-quality=auto
Bacon-Wrapped Slow-Cooker Pulled Pork,https://img.buzzfeed.com/video-api-prod/assets/056693582a764f6899dc33f6c7fcd42f/FBC.jpg?resize=300:*&output-format=auto&output-quality=auto
One-Pot Chinese Fried Rice,https://img.buzzfeed.com/thumbnailer-prod-us-east-1/d5308721dc0949f4b9ce85d18574e1cf/onepotrice_FB1.jpg?resize=300:*&output-format=auto&output-quality=auto
Easy Tomato Basil Pasta Bake,https://img.buzzfeed.com/video-api-prod/assets/78f04afede7948e28d63d8fb5c22df46/BFV12334_TomatoBasilPastaBake-ThumbTextless1080.jpg?resize=300:*&output-format=auto&output-quality=auto
Crispy Baked Chicken Roll,https://img.buzzfeed.com/thumbnailer-prod-us-east-1/video-api/assets/148598.jpg?resize=300:*&output-format=auto&output-quality=auto
Sherry Mushrooms With Creamy Polenta And Gremolata,https://img.buzzfeed.com/thumbnailer-prod-us-east-1/video-api/assets/193100.jpg?resize=300:*&output-format=auto&output-quality=auto
Chipotle Chicken Burrito Bowl,https://img.buzzfeed.com/thumbnailer-prod-us-east-1/c8359e616252479e8d71f4f9e44a0bb0/finalFB5.jpg?resize=300:*&output-format=auto&output-quality=auto
Green Sauce Shrimp Pasta,no image
Beef Beer Goulash,no image
Spicy White Bean Chili,no image
Seared Crispy Skin Duck Breast With Duck Fat Fried Potatoes,https://img.buzzfeed.com/thumbnailer-prod-us-east-1/video-api/assets/122093.jpg?resize=300:*&output-format=auto&output-quality=auto
Pineapple Maple Glazed Ham,https://img.buzzfeed.com/thumbnailer-prod-us-east-1/video-api/assets/106445.jpg?resize=300:*&output-format=auto&output-quality=auto
Potato Salad Worthy Of The Cookout,https://img.buzzfeed.com/thumbnailer-prod-us-east-1/video-api/assets/254556.jpg?resize=300:*&output-format=auto&output-quality=auto
Chicken Teriyaki Crispy Noodle Bowl,https://img.buzzfeed.com/thumbnailer-prod-us-east-1/video-api/assets/161437.jpg?resize=300:*&output-format=auto&output-quality=auto
Malaysian-style Barbecue Pork Belly (Char Siu Pork),https://img.buzzfeed.com/video-api-prod/assets/d47a361d3e0e4726be3ee91ef096c9c4/FB.jpg?resize=300:*&output-format=auto&output-quality=auto
Vegan Pad Thai,https://img.buzzfeed.com/thumbnailer-prod-us-east-1/video-api/assets/148610.jpg?resize=300:*&output-format=auto&output-quality=auto
Sheet Pan Party Quesadilla 4 Ways,no image
The Easiest Way To Make Great BBQ Ribs,https://img.buzzfeed.com/thumbnailer-prod-us-east-1/video-api/assets/221113.jpg?resize=300:*&output-format=auto&output-quality=auto
One-pan Salmon And Rainbow Veggies,https://img.buzzfeed.com/video-api-prod/assets/b6fac836729246a18df08aaa9255b7fa/BFV17172_One-PanSalmonAndRainbowVeggiesThumb.jpg?resize=300:*&output-format=auto&output-quality=auto
One-pan Moroccan Chicken,https://img.buzzfeed.com/video-api-prod/assets/6ec1a985f82149b78146cda38ec2f9bc/BFV6636_One-PanMoroccanChicken_THUMB_A.jpg?resize=300:*&output-format=auto&output-quality=auto
Slow Cooker Buffalo Chicken Chili,https://img.buzzfeed.com/video-api-prod/assets/6a87a2b1ecbb44cc9a5208d8a44937df/BFV5665_SlowCookerBuffaloChickenChili-Thumb1080.jpg?resize=300:*&output-format=auto&output-quality=auto
Chicken Parm Pizza,https://img.buzzfeed.com/thumbnailer-prod-us-east-1/b5889184e9ce42d4893310a2c3324539/BFV32444_ChickenParmPizza-FB-FINAL.jpg?resize=300:*&output-format=auto&output-quality=auto
Chili-Cheese Corn Bread Poke Cake,https://img.buzzfeed.com/thumbnailer-prod-us-east-1/video-api/assets/173912.jpg?resize=300:*&output-format=auto&output-quality=auto
Cranberry-Orange Glazed Pork Chops,https://img.buzzfeed.com/thumbnailer-prod-us-east-1/video-api/assets/230821.jpg?resize=300:*&output-format=auto&output-quality=auto
Dijon-Crusted Pork Tenderloin Honey-Glazed Carrots,https://img.buzzfeed.com/thumbnailer-prod-us-east-1/c301de3d82ea42a781f19c14b3d420a9/BFV48860_Fancy3CourseHolidayParty_FB.jpg?resize=300:*&output-format=auto&output-quality=auto
Korean-style Ribs,https://img.buzzfeed.com/video-api-prod/assets/e3f164840b544c6a835f9e5347cf36ea/BFV6901_Korean-Style_Ribs_Thumb.jpg?resize=300:*&output-format=auto&output-quality=auto
Spinach Dip-stuffed Meatballs,https://img.buzzfeed.com/thumbnailer-prod-us-east-1/video-api/assets/77102.jpg?resize=300:*&output-format=auto&output-quality=auto
"Seared Duck Breast With Red Wine Jus And Orange, Olive Oil Mash",https://img.buzzfeed.com/thumbnailer-prod-us-east-1/video-api/assets/123926.jpg?resize=300:*&output-format=auto&output-quality=auto
Grilled Cheeseburger Bombs,no image
Enchilada Stuffed Shells,no image
Broccoli Ham & Cheddar Chicken Roll,no image
Instant Pot Carnitas,https://img.buzzfeed.com/thumbnailer-prod-us-east-1/video-api/assets/236085.jpg?resize=300:*&output-format=auto&output-quality=auto
Rigatoni Pie,https://img.buzzfeed.com/video-api-prod/assets/55caf57185cd4806a5548e03293ba3b2/Thumb.jpg?resize=300:*&output-format=auto&output-quality=auto
